,label
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
8,0.0392156862745098
9,0.0392156862745098
10,0.0392156862745098
11,0.0392156862745098
12,0.0392156862745098
13,0.0392156862745098
14,0.0392156862745098
15,0.0392156862745098
16,0.0392156862745098
17,0.0392156862745098
18,0.0392156862745098
19,0.0392156862745098
20,0.0392156862745098
21,0.0392156862745098
0,0.0392156862745098
1,0.0392156862745098
2,0.0392156862745098
3,0.0392156862745098
4,0.0392156862745098
5,0.0392156862745098
6,0.0392156862745098
7,0.0392156862745098
